State,Year,LawName,Switching,Assaults_-16,Assaults_-15,Assaults_-14,Assaults_-13,Assaults_-12,Assaults_-11,Assaults_-10,Assaults_-9,Assaults_-8,Assaults_-7,Assaults_-6,Assaults_-5,Assaults_-4,Assaults_-3,Assaults_-2,Assaults_-1,Current_Assaults,Assaults_1,Homicides_-16,Homicides_-15,Homicides_-14,Homicides_-13,Homicides_-12,Homicides_-11,Homicides_-10,Homicides_-9,Homicides_-8,Homicides_-7,Homicides_-6,Homicides_-5,Homicides_-4,Homicides_-3,Homicides_-2,Homicides_-1,Current_Homicides,Homicides_1,Suicides_-16,Suicides_-15,Suicides_-14,Suicides_-13,Suicides_-12,Suicides_-11,Suicides_-10,Suicides_-9,Suicides_-8,Suicides_-7,Suicides_-6,Suicides_-5,Suicides_-4,Suicides_-3,Suicides_-2,Suicides_-1,Current_Suicides,Suicides_1
UT,2000,immunity,removal,,,,,,,,,,,,,,,,445,398,435,,,,,,,,,,,,,,,,30,17,37,,,,,,,,,,,,,,,,153,174,182
UT,2002,college,removal,,,,,,,,,,,,,,445,398,435,594,546,,,,,,,,,,,,,,30,17,37,31,28,,,,,,,,,,,,,,153,174,182,174,181
VA,2000,immunity,removal,,,,,,,,,,,,,,,,1271,1296,1759,,,,,,,,,,,,,,,,239,248,215,,,,,,,,,,,,,,,,503,484,467
VA,2004,dealerh,removal,,,,,,,,,,,,1271,1296,1759,1929,1125,1579,2367,,,,,,,,,,,,239,248,215,246,267,238,298,,,,,,,,,,,,503,484,467,491,452,494,511
VA,2004,permith,removal,,,,,,,,,,,,1271,1296,1759,1929,1125,1579,2367,,,,,,,,,,,,239,248,215,246,267,238,298,,,,,,,,,,,,503,484,467,491,452,494,511
VA,2008,invoutpatient,implemented,,,,,,,,1271,1296,1759,1929,1125,1579,2367,2080,1998,2146,1819,,,,,,,,239,248,215,246,267,238,298,248,251,232,239,,,,,,,,503,484,467,491,452,494,511,499,487,524,527
VA,2012,onepermonth,removal,,,,1271,1296,1759,1929,1125,1579,2367,2080,1998,2146,1819,1872,1722,1887,1970,,,,239,248,215,246,267,238,298,248,251,232,239,241,203,209,221,,,,503,484,467,491,452,494,511,499,487,524,527,576,604,587,601
VA,2016,dvro,implemented,1296,1759,1929,1125,1579,2367,2080,1998,2146,1819,1872,1722,1887,1970,2325,2596,3229,,248,215,246,267,238,298,248,251,232,239,241,203,209,221,222,260,349,,484,467,491,452,494,511,499,487,524,527,576,604,587,601,626,630,671,
VT,2015,mcdv,implemented,36,34,26,46,55,62,46,70,69,60,62,49,67,61,62,46,72,39,8,4,3,4,4,3,6,7,8,9,0,2,5,3,6,5,7,5,29,42,25,45,32,54,20,40,37,41,53,64,65,49,56,55,57,64
VT,2015,mcdvdating,implemented,36,34,26,46,55,62,46,70,69,60,62,49,67,61,62,46,72,39,8,4,3,4,4,3,6,7,8,9,0,2,5,3,6,5,7,5,29,42,25,45,32,54,20,40,37,41,53,64,65,49,56,55,57,64
VT,2015,stalking,implemented,36,34,26,46,55,62,46,70,69,60,62,49,67,61,62,46,72,39,8,4,3,4,4,3,6,7,8,9,0,2,5,3,6,5,7,5,29,42,25,45,32,54,20,40,37,41,53,64,65,49,56,55,57,64
WA,2011,ccbackgroundnics,implemented,,,,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,,,,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,,,,,450,390,391,437,436,423,398,397,413,439,470,464,495,529
WA,2014,backgroundpurge,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2014,defactoregh,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2014,gunshow,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2014,gunshowh,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2014,mentalhealth,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2014,permith,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2014,permitlaw,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2014,recordsallh,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2014,reportallh,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2014,statechecks,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2014,statechecksh,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2014,threedaylimit,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2014,universal,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2014,universalh,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2014,universalpermit,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2014,universalpermith,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537
WA,2016,gvro,implemented,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,124,,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515,
WA,2016,gvrolawenforcement,implemented,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136,124,,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515,
WI,2002,dvrodating,implemented,,,,,,,,,,,,,,1136,1104,966,1008,930,,,,,,,,,,,,,,131,113,115,112,129,,,,,,,,,,,,,,299,304,317,308,310
WI,2002,dvrosurrenderdating,implemented,,,,,,,,,,,,,,1136,1104,966,1008,930,,,,,,,,,,,,,,131,113,115,112,129,,,,,,,,,,,,,,299,304,317,308,310
WI,2002,stalking,implemented,,,,,,,,,,,,,,1136,1104,966,1008,930,,,,,,,,,,,,,,131,113,115,112,129,,,,,,,,,,,,,,299,304,317,308,310
WI,2010,alctreatment,implemented,,,,,,1136,1104,966,1008,930,806,1327,2056,2258,2003,1900,1764,1495,,,,,,131,113,115,112,129,99,146,100,119,87,95,103,82,,,,,,299,304,317,308,310,308,302,299,338,344,345,378,351
WI,2010,danger,implemented,,,,,,1136,1104,966,1008,930,806,1327,2056,2258,2003,1900,1764,1495,,,,,,131,113,115,112,129,99,146,100,119,87,95,103,82,,,,,,299,304,317,308,310,308,302,299,338,344,345,378,351
WI,2011,mayissue,removal,,,,,1136,1104,966,1008,930,806,1327,2056,2258,2003,1900,1764,1495,1953,,,,,131,113,115,112,129,99,146,100,119,87,95,103,82,109,,,,,299,304,317,308,310,308,302,299,338,344,345,378,351,348
WI,2011,showing,removal,,,,,1136,1104,966,1008,930,806,1327,2056,2258,2003,1900,1764,1495,1953,,,,,131,113,115,112,129,99,146,100,119,87,95,103,82,109,,,,,299,304,317,308,310,308,302,299,338,344,345,378,351,348
WI,2015,waitingh,removal,1136,1104,966,1008,930,806,1327,2056,2258,2003,1900,1764,1495,1953,2087,2554,2841,2824,131,113,115,112,129,99,146,100,119,87,95,103,82,109,117,125,169,187,299,304,317,308,310,308,302,299,338,344,345,378,351,348,437,352,424,455
WV,2000,dvro,implemented,,,,,,,,,,,,,,,,814,412,345,,,,,,,,,,,,,,,,46,39,19,,,,,,,,,,,,,,,,169,173,195
WV,2000,dvrodating,implemented,,,,,,,,,,,,,,,,814,412,345,,,,,,,,,,,,,,,,46,39,19,,,,,,,,,,,,,,,,169,173,195
WV,2000,mcdv,implemented,,,,,,,,,,,,,,,,814,412,345,,,,,,,,,,,,,,,,46,39,19,,,,,,,,,,,,,,,,169,173,195
WV,2000,mcdvdating,implemented,,,,,,,,,,,,,,,,814,412,345,,,,,,,,,,,,,,,,46,39,19,,,,,,,,,,,,,,,,169,173,195
WV,2000,violentpartial,implemented,,,,,,,,,,,,,,,,814,412,345,,,,,,,,,,,,,,,,46,39,19,,,,,,,,,,,,,,,,169,173,195
WV,2001,exparte,implemented,,,,,,,,,,,,,,,814,412,345,541,,,,,,,,,,,,,,,46,39,19,43,,,,,,,,,,,,,,,169,173,195,188
WV,2001,expartedating,implemented,,,,,,,,,,,,,,,814,412,345,541,,,,,,,,,,,,,,,46,39,19,43,,,,,,,,,,,,,,,169,173,195,188
WV,2003,immunity,removal,,,,,,,,,,,,,814,412,345,541,360,558,,,,,,,,,,,,,46,39,19,43,33,36,,,,,,,,,,,,,169,173,195,188,191,192
WV,2008,nosyg,removal,,,,,,,,814,412,345,541,360,558,833,407,759,559,762,,,,,,,,46,39,19,43,33,36,38,35,34,31,35,,,,,,,,169,173,195,188,191,192,188,179,205,172,178
WV,2010,age18longgunsale,implemented,,,,,,814,412,345,541,360,558,833,407,759,559,762,339,780,,,,,,46,39,19,43,33,36,38,35,34,31,35,27,40,,,,,,169,173,195,188,191,192,188,179,205,172,178,210,200
WV,2010,age21handgunsale,implemented,,,,,,814,412,345,541,360,558,833,407,759,559,762,339,780,,,,,,46,39,19,43,33,36,38,35,34,31,35,27,40,,,,,,169,173,195,188,191,192,188,179,205,172,178,210,200
WV,2010,amm18,implemented,,,,,,814,412,345,541,360,558,833,407,759,559,762,339,780,,,,,,46,39,19,43,33,36,38,35,34,31,35,27,40,,,,,,169,173,195,188,191,192,188,179,205,172,178,210,200
WV,2010,amm21h,implemented,,,,,,814,412,345,541,360,558,833,407,759,559,762,339,780,,,,,,46,39,19,43,33,36,38,35,34,31,35,27,40,,,,,,169,173,195,188,191,192,188,179,205,172,178,210,200
WV,2012,ccbackgroundnics,implemented,,,,814,412,345,541,360,558,833,407,759,559,762,339,780,578,392,,,,46,39,19,43,33,36,38,35,34,31,35,27,40,41,30,,,,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225
WV,2012,ccrenewbackground,implemented,,,,814,412,345,541,360,558,833,407,759,559,762,339,780,578,392,,,,46,39,19,43,33,36,38,35,34,31,35,27,40,41,30,,,,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225
WV,2016,ccbackground,removal,412,345,541,360,558,833,407,759,559,762,339,780,578,392,682,804,1025,,39,19,43,33,36,38,35,34,31,35,27,40,41,30,22,37,48,,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238,
WV,2016,ccbackgroundnics,removal,412,345,541,360,558,833,407,759,559,762,339,780,578,392,682,804,1025,,39,19,43,33,36,38,35,34,31,35,27,40,41,30,22,37,48,,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238,
WV,2016,ccrenewbackground,removal,412,345,541,360,558,833,407,759,559,762,339,780,578,392,682,804,1025,,39,19,43,33,36,38,35,34,31,35,27,40,41,30,22,37,48,,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238,
WV,2016,ccrevoke,removal,412,345,541,360,558,833,407,759,559,762,339,780,578,392,682,804,1025,,39,19,43,33,36,38,35,34,31,35,27,40,41,30,22,37,48,,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238,
WV,2016,elementary,removal,412,345,541,360,558,833,407,759,559,762,339,780,578,392,682,804,1025,,39,19,43,33,36,38,35,34,31,35,27,40,41,30,22,37,48,,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238,
WV,2016,permitconcealed,removal,412,345,541,360,558,833,407,759,559,762,339,780,578,392,682,804,1025,,39,19,43,33,36,38,35,34,31,35,27,40,41,30,22,37,48,,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238,
WY,2010,age18longgunsale,implemented,,,,,,88,107,104,100,105,122,80,93,98,96,98,79,112,,,,,,3,5,6,7,9,4,9,5,8,4,6,5,8,,,,,,54,43,61,73,75,42,48,66,58,87,82,83,78
WY,2010,age21handgunsale,implemented,,,,,,88,107,104,100,105,122,80,93,98,96,98,79,112,,,,,,3,5,6,7,9,4,9,5,8,4,6,5,8,,,,,,54,43,61,73,75,42,48,66,58,87,82,83,78
WY,2010,felony,implemented,,,,,,88,107,104,100,105,122,80,93,98,96,98,79,112,,,,,,3,5,6,7,9,4,9,5,8,4,6,5,8,,,,,,54,43,61,73,75,42,48,66,58,87,82,83,78
WY,2011,ccbackground,removal,,,,,88,107,104,100,105,122,80,93,98,96,98,79,112,92,,,,,3,5,6,7,9,4,9,5,8,4,6,5,8,7,,,,,54,43,61,73,75,42,48,66,58,87,82,83,78,102
WY,2011,ccrenewbackground,removal,,,,,88,107,104,100,105,122,80,93,98,96,98,79,112,92,,,,,3,5,6,7,9,4,9,5,8,4,6,5,8,7,,,,,54,43,61,73,75,42,48,66,58,87,82,83,78,102
WY,2011,ccrevoke,removal,,,,,88,107,104,100,105,122,80,93,98,96,98,79,112,92,,,,,3,5,6,7,9,4,9,5,8,4,6,5,8,7,,,,,54,43,61,73,75,42,48,66,58,87,82,83,78,102
WY,2011,permitconcealed,removal,,,,,88,107,104,100,105,122,80,93,98,96,98,79,112,92,,,,,3,5,6,7,9,4,9,5,8,4,6,5,8,7,,,,,54,43,61,73,75,42,48,66,58,87,82,83,78,102
